distance,duration
182.206631,0.322027
591.523101,0.372957
181.843767,0.173003
160.930174,0.206994
279.649753,0.177994
186.868153,0.230051
137.597980,0.258000
35.414214,0.200988
192.400116,0.249999
462.900352,0.358000
123.656854,0.198991
400.393742,0.305001
231.619892,0.450993
263.962819,0.196952
144.213203,0.213000
338.378551,0.404988
204.462707,0.256993
194.513767,0.343998
257.695581,0.235988
596.717023,0.627009
581.926165,0.343999
180.949893,0.347999
580.659619,0.778003
226.429553,0.205991
500.168412,0.383995
249.807757,0.246990
220.398003,0.222002
359.033444,0.431003
17.414214,0.111000
727.302927,0.467001
21.000000,0.117995
594.495881,0.640999
153.798038,0.235991
379.642001,0.394007
837.290634,0.721004
197.142136,0.407006
167.950845,0.225999
542.945203,0.350996
352.599098,0.226993
448.273782,0.199001
347.717389,0.356004
11.414214,0.073000
519.209296,0.606994
707.595033,0.632988
255.804610,0.321991
377.622228,0.199992
484.726598,0.297994
512.849119,0.454991
234.971805,0.288006
324.119861,0.296003
88.071068,0.192991
228.899495,0.810998
125.000000,0.318009
227.449271,0.430000
212.071068,0.163020
774.057215,1.174990
534.138981,0.432984
213.030679,0.203005
228.286466,0.197013
736.830600,0.503990
426.985501,0.421006
262.272368,0.282991
191.601126,0.158964
202.429553,0.190991
588.089888,0.412950
37.656854,0.150012
19.414214,0.127005
53.828427,0.248996
11.000000,0.072997
121.206631,0.133998
483.329918,0.551007
519.453008,0.456009
123.627417,0.356985
448.157475,0.484004
288.672194,0.349995
272.253701,0.183999
30.414214,0.109995
554.197912,0.446045
27.414214,0.168981
152.455844,0.278996
385.403832,0.452997
241.028485,0.388989
244.235540,0.165999
396.330186,0.307052
250.625085,0.293989
302.780514,0.307984
148.828427,0.248994
200.124374,0.277000
260.680961,0.211993
257.645375,0.203995
177.348766,0.278978
7.000000,0.050995
20.000000,0.115999
17.414214,0.082004
610.026030,0.448006
119.627417,0.242998
497.085126,0.224993
139.899495,0.143993
280.692902,0.144987
97.970563,0.144011
482.117667,0.409000
49.142136,0.127002
95.242641,0.162994
407.291268,0.347002
385.789590,0.275999
307.446321,0.288999
154.270174,0.167000
139.183766,0.199998
540.951897,0.353989
458.279867,0.322001
25.000000,0.127992
222.364106,0.236995
42.970563,0.084010
153.071068,0.270006
158.414214,0.307048
221.584834,0.223998
184.384776,0.666996
174.384776,0.276013
175.627417,0.443998
105.828427,0.289006
224.542542,0.218000
348.597712,0.187002
204.709726,0.244001
322.041631,0.696006
308.569785,0.412042
153.171863,0.155002
623.764408,0.455994
315.696448,0.172994
699.183004,0.442985
437.912607,0.345995
55.828427,0.185987
65.963990,0.083996
